0,0,201.0
0,15,157.0
0,30,231.0
0,45,214.0
0,60,223.0
0,75,131.0
0,90,233.0
0,105,227.0
0,120,224.0
0,135,226.0
0,150,200.0
0,165,234.0
0,180,225.0
0,195,214.0
0,210,216.0
0,225,216.0
0,240,215.0
0,255,211.0
0,270,155.0
0,285,188.0
0,300,59.0
0,315,209.0
0,330,190.0
0,345,189.0
0,360,147.0
0,375,84.0
0,390,54.0
0,405,63.0
0,420,225.0
0,435,202.0
0,450,223.0
0,465,234.0
0,480,231.0
0,495,238.0
0,510,234.0
0,525,233.0
0,540,233.0
0,555,240.0
0,570,239.0
0,585,241.0
15,0,242.0
15,15,246.0
15,30,221.0
15,45,243.0
15,60,231.0
15,75,244.0
15,90,241.0
15,105,198.0
15,120,241.0
15,135,241.0
15,150,237.0
15,165,246.0
15,180,233.0
15,195,189.0
15,210,225.0
15,225,225.0
15,240,208.0
15,255,223.0
15,270,175.0
15,285,189.0
15,300,132.0
15,315,101.0
15,330,177.0
15,345,162.0
15,360,145.0
15,375,147.0
15,390,139.0
15,405,122.0
15,420,65.0
15,435,196.0
15,450,236.0
15,465,235.0
15,480,236.0
15,495,214.0
15,510,240.0
15,525,247.0
15,540,227.0
15,555,249.0
15,570,247.0
15,585,248.0
30,0,227.0
30,15,247.0
30,30,248.0
30,45,247.0
30,60,235.0
30,75,239.0
30,90,241.0
30,105,248.0
30,120,243.0
30,135,189.0
30,150,240.0
30,165,243.0
30,180,243.0
30,195,238.0
30,210,227.0
30,225,115.0
30,240,26.0
30,255,24.0
30,270,29.0
30,285,30.0
30,300,27.0
30,315,37.0
30,330,34.0
30,345,28.0
30,360,26.0
30,375,26.0
30,390,34.0
30,405,35.0
30,420,49.0
30,435,34.0
30,450,79.0
30,465,64.0
30,480,45.0
30,495,61.0
30,510,67.0
30,525,53.0
30,540,51.0
30,555,57.0
30,570,157.0
30,585,219.0
45,0,245.0
45,15,246.0
45,30,246.0
45,45,234.0
45,60,247.0
45,75,248.0
45,90,249.0
45,105,224.0
45,120,219.0
45,135,253.0
45,150,243.0
45,165,240.0
45,180,248.0
45,195,232.0
45,210,71.0
45,225,38.0
45,240,29.0
45,255,37.0
45,270,31.0
45,285,28.0
45,300,24.0
45,315,31.0
45,330,26.0
45,345,23.0
45,360,23.0
45,375,25.0
45,390,23.0
45,405,31.0
45,420,48.0
45,435,59.0
45,450,48.0
45,465,46.0
45,480,42.0
45,495,42.0
45,510,37.0
45,525,47.0
45,540,41.0
45,555,40.0
45,570,45.0
45,585,187.0
60,0,244.0
60,15,245.0
60,30,240.0
60,45,228.0
60,60,249.0
60,75,243.0
60,90,250.0
60,105,250.0
60,120,243.0
60,135,253.0
60,150,248.0
60,165,249.0
60,180,236.0
60,195,42.0
60,210,38.0
60,225,46.0
60,240,34.0
60,255,26.0
60,270,28.0
60,285,26.0
60,300,24.0
60,315,23.0
60,330,24.0
60,345,23.0
60,360,22.0
60,375,20.0
60,390,22.0
60,405,28.0
60,420,34.0
60,435,39.0
60,450,29.0
60,465,32.0
60,480,29.0
60,495,30.0
60,510,41.0
60,525,51.0
60,540,40.0
60,555,61.0
60,570,49.0
60,585,225.0
75,0,245.0
75,15,241.0
75,30,247.0
75,45,248.0
75,60,248.0
75,75,234.0
75,90,234.0
75,105,248.0
75,120,249.0
75,135,252.0
75,150,235.0
75,165,247.0
75,180,36.0
75,195,40.0
75,210,44.0
75,225,29.0
75,240,45.0
75,255,41.0
75,270,33.0
75,285,30.0
75,300,22.0
75,315,21.0
75,330,22.0
75,345,22.0
75,360,19.0
75,375,20.0
75,390,20.0
75,405,25.0
75,420,25.0
75,435,31.0
75,450,31.0
75,465,33.0
75,480,35.0
75,495,42.0
75,510,56.0
75,525,73.0
75,540,53.0
75,555,152.0
75,570,229.0
75,585,234.0
90,0,245.0
90,15,227.0
90,30,246.0
90,45,246.0
90,60,248.0
90,75,247.0
90,90,247.0
90,105,247.0
90,120,250.0
90,135,251.0
90,150,254.0
90,165,246.0
90,180,56.0
90,195,33.0
90,210,32.0
90,225,34.0
90,240,39.0
90,255,28.0
90,270,24.0
90,285,29.0
90,300,22.0
90,315,22.0
90,330,21.0
90,345,23.0
90,360,21.0
90,375,21.0
90,390,19.0
90,405,20.0
90,420,23.0
90,435,26.0
90,450,251.0
90,465,222.0
90,480,100.0
90,495,238.0
90,510,233.0
90,525,245.0
90,540,234.0
